Name,Political party,href,True,Mostly True,Half True,Mostly False,False,Pants on Fire
 Lone Star Project,Democrat,https://www.politifact.com/personalities/lone-star-project/,0,1,2,0,1,0
Michael Long,Conservative Party,https://www.politifact.com/personalities/michael-long/,0,0,0,1,1,0
Ralph Long,Democrat,https://www.politifact.com/personalities/ralph-long/,0,0,0,1,0,0
Wendy Long,None,https://www.politifact.com/personalities/wendy-long/,0,0,0,0,0,0
Bryan Long,Democrat,https://www.politifact.com/personalities/bryan-long/,0,0,1,0,0,0
Evan Longoria,None,https://www.politifact.com/personalities/evan-longoria/,0,0,0,0,0,1
Eva Longoria Baston,Democrat,https://www.politifact.com/personalities/eva-longoria/,0,0,2,0,0,0
Steve Loomis,None,https://www.politifact.com/personalities/steve-loomis/,0,1,0,0,0,0
Alfonso Lopez,Democrat,https://www.politifact.com/personalities/alfonso-lopez/,0,0,1,0,0,1
Delia Lopez,Republican,https://www.politifact.com/personalities/delia-lopez/,0,0,0,0,0,1
Carlos Lopez-Cantera,Republican,https://www.politifact.com/personalities/carlos-lopez-cantera/,0,2,0,0,0,0
Jeffrey Loria,None,https://www.politifact.com/personalities/jeffrey-loria/,0,0,1,0,0,0
DeAnna Lorraine,Republican,https://www.politifact.com/personalities/deanna-lorraine/,0,0,0,1,1,0
John Lott,None,https://www.politifact.com/personalities/john-lott/,0,0,1,0,0,0
John Loud,None,https://www.politifact.com/personalities/john-loud/,0,1,0,0,0,0
Barry Loudermilk,Republican,https://www.politifact.com/personalities/barry-loudermilk/,0,0,0,1,1,0
John Loughlin,Republican,https://www.politifact.com/personalities/john-loughlin/,1,0,0,1,2,1
 LoveThisPic.com,None,https://www.politifact.com/personalities/lovethispiccom/,0,0,0,0,1,0
Marcus Low,None,https://www.politifact.com/personalities/marcus-low/,0,1,0,0,0,0
Tom Lowe,Republican,https://www.politifact.com/personalities/tom-lowe/,0,0,0,0,0,0
Nita Lowey,Democrat,https://www.politifact.com/personalities/nita-lowey/,1,0,0,0,1,0
Rich Lowry,None,https://www.politifact.com/personalities/rich-lowry/,1,0,0,1,0,0
Mario Loyola,None,https://www.politifact.com/personalities/mario-loyola/,0,1,0,0,0,0
Earnell Lucas, Democrat,https://www.politifact.com/personalities/earnell-lucas/,0,0,0,0,0,0
Dan Lucas,Republican,https://www.politifact.com/personalities/dan-lucas/,0,0,0,1,0,0
Tom Luce,None,https://www.politifact.com/personalities/tom-luce/,0,0,0,1,0,0
"Eddie Lucio, Jr.",Democrat,https://www.politifact.com/personalities/eddie-lucio-jr/,1,1,1,0,0,0
John Ludlow,Republican,https://www.politifact.com/personalities/john-ludlow/,1,0,1,1,0,0
Richard Lugar,Republican,https://www.politifact.com/personalities/richard-lugar/,0,1,0,0,0,0
Cynthia Lummis,Republican,https://www.politifact.com/personalities/cynthia-lummis/,0,1,0,0,0,1
 Lumos,Organization,https://www.politifact.com/personalities/lumos/,0,0,1,0,0,0
Alison Lundergan Grimes,Democrat,https://www.politifact.com/personalities/alison-lundergan-grimes/,1,1,3,2,2,0
Matt Lundy,Democrat,https://www.politifact.com/personalities/matt-lundy/,2,0,0,0,0,0
Dan Lungren,Republican,https://www.politifact.com/personalities/dan-lungren/,0,0,0,0,1,0
Frank Luntz,Republican,https://www.politifact.com/personalities/frank-luntz/,0,0,1,0,0,0
Elaine Luria,Democrat,https://www.politifact.com/personalities/elaine-luria/,0,0,1,0,0,0
 Lyft,None,https://www.politifact.com/personalities/lyft-lyft/,0,0,1,0,0,0
Cormick Lynch,Republican,https://www.politifact.com/personalities/cormick-lynch/,0,0,1,0,0,0
Bill Lynch,Democrat,https://www.politifact.com/personalities/bill-lynch/,0,0,0,1,0,1
Loretta Lynch,Democrat,https://www.politifact.com/personalities/loretta-lynch/,1,0,0,0,0,0
Patrick Lynch,Democrat,https://www.politifact.com/personalities/patrick-lynch/,0,0,1,1,0,0
Erin Lynch,Democrat,https://www.politifact.com/personalities/erin-lynch/,0,0,0,1,0,0
Ted Lyon,Democrat,https://www.politifact.com/personalities/ted-lyon/,0,0,0,0,1,0
Ron Maag,Republican,https://www.politifact.com/personalities/ron-maag/,0,0,0,1,1,0
John Macco,Republican,https://www.politifact.com/personalities/john-macco/,0,0,1,0,0,0
Michael MacDonald,Republican,https://www.politifact.com/personalities/michael-macdonald/,0,0,0,1,0,0
Ed MacDougall,Republican,https://www.politifact.com/personalities/ed-macdougall/,0,0,0,1,0,0
Nancy Mace,Republican,https://www.politifact.com/personalities/nancy-mace/,0,0,1,1,0,0
Doug MacGinnitie,Republican,https://www.politifact.com/personalities/doug-macginnitie/,0,0,0,1,1,0
 MacIver Institute,Organization,https://www.politifact.com/personalities/maciver-institute/,1,1,0,1,0,2
Connie Mack,Republican,https://www.politifact.com/personalities/connie-mack/,3,3,1,3,3,1
Matt Mackowiak,Republican,https://www.politifact.com/personalities/matt-mackowiak/,1,0,0,2,1,0
Rachel Maddow,None,https://www.politifact.com/personalities/rachel-maddow/,5,6,4,6,7,1
Scott Maddox,Democrat,https://www.politifact.com/personalities/scott-maddox/,0,0,1,0,0,0
Carrie Madej,None,https://www.politifact.com/personalities/carrie-madej/,0,0,0,0,0,1
Michael Madigan,Democrat,https://www.politifact.com/personalities/michael-madigan/,0,1,0,2,0,0
 Madison Action Fund,Republican,https://www.politifact.com/personalities/madison-action-fund/,0,0,0,0,0,1
David Madland,None,https://www.politifact.com/personalities/david-madland/,0,0,1,0,0,0
Seth Magaziner,Democrat,https://www.politifact.com/personalities/seth-magaziner/,1,1,0,0,0,0
Bill Maher,Independent,https://www.politifact.com/personalities/bill-maher/,1,5,1,0,3,0
Daily Mail,Organization,https://www.politifact.com/personalities/daily-mail/,0,0,0,1,0,0
 Majority Forward,Democrat,https://www.politifact.com/personalities/majority-forward/,0,0,0,1,1,0
 Majority PAC,Democrat,https://www.politifact.com/personalities/majority-pac/,0,0,1,1,0,0
 Make Us Great Again,Republican,https://www.politifact.com/personalities/make-us-great-again/,1,0,0,0,0,0
Mike Males,None,https://www.politifact.com/personalities/mike-males/,0,1,0,0,0,0
Robert Malin,Activist,https://www.politifact.com/personalities/robert-malin/,0,0,0,1,0,0
Tom Malinowski,Democrat,https://www.politifact.com/personalities/tom-malinowski/,0,0,1,0,0,0
Michelle Malkin,None,https://www.politifact.com/personalities/michelle-malkin/,1,0,1,1,1,0
Nicole Malliotakis,Republican,https://www.politifact.com/personalities/nicole-malliotakis/,0,1,0,0,0,0
Dannel Malloy,Democrat,https://www.politifact.com/personalities/dannel-malloy/,0,1,1,0,0,0
Chris Malone,Republican,https://www.politifact.com/personalities/chris-malone/,0,0,0,0,0,1
Carolyn Maloney,Democrat,https://www.politifact.com/personalities/carolyn-maloney/,2,0,0,0,0,0
Sean Patrick Maloney,Democrat,https://www.politifact.com/personalities/sean-patrick-maloney/,1,1,0,0,0,0
Paul Manafort,Republican,https://www.politifact.com/personalities/paul-manafort/,0,0,1,0,2,1
Joe Manchin,Democrat,https://www.politifact.com/personalities/joe-manchin/,6,1,3,3,3,0
Eva Marie Mancuso,State official,https://www.politifact.com/personalities/eva-marie-mancuso/,0,0,1,0,0,0
Josh Mandel,Republican,https://www.politifact.com/personalities/josh-mandel/,5,5,3,5,6,7
Paul Maner,Republican,https://www.politifact.com/personalities/paul-maner/,0,0,0,0,0,1
Paul Mango,Republican,https://www.politifact.com/personalities/paul-mango/,0,1,1,0,0,0
Scott Manley,Business leader,https://www.politifact.com/personalities/scott-manley/,0,0,0,0,1,0
Jeff Mann,None,https://www.politifact.com/personalities/jeff-mann/,0,0,1,0,0,0
Kathy Manning,Democrat,https://www.politifact.com/personalities/kathy-manning/,0,0,2,0,0,0
Judy Manning,Republican,https://www.politifact.com/personalities/judy-manning/,0,0,0,0,0,1
Mary Mannix,Business leader,https://www.politifact.com/personalities/mary-mannix/,1,0,0,0,0,0
Tax March,Democrat,https://www.politifact.com/personalities/tax-march/,0,0,1,0,0,0
Jim Marchant,Republican,https://www.politifact.com/personalities/jim-marchant/,0,0,0,0,1,0
Sergio Marchionne,None,https://www.politifact.com/personalities/sergio-marchionne/,0,0,1,0,0,0
 Marco Rubio's heckler,Democrat,https://www.politifact.com/personalities/marco-rubios-heckler/,0,0,1,0,0,0
Ruth Marcus,Journalist,https://www.politifact.com/personalities/ruth-marcus/,0,0,1,0,0,0
Natasha Marcus,Democrat,https://www.politifact.com/personalities/natasha-marcus/,0,0,1,1,0,0
 Marijuana Policy Project,None,https://www.politifact.com/personalities/marijuana-policy-project/,0,1,0,0,0,0
Louis Marinelli,Independent,https://www.politifact.com/personalities/louis-marinelli/,0,0,0,0,0,1
Dominick Marino,None,https://www.politifact.com/personalities/dominick-marino/,0,0,1,0,0,0
Tom Marino,Republican,https://www.politifact.com/personalities/tom-marino/,0,0,1,1,1,0
Jack Markell,Democrat,https://www.politifact.com/personalities/jack-markell/,0,0,0,0,1,0
Edward Markey,Democrat,https://www.politifact.com/personalities/edward-markey/,2,1,1,1,0,0
Howard Marklein,Republican,https://www.politifact.com/personalities/howard-marklein/,0,0,0,1,1,0
Joshua Marquis,Democrat,https://www.politifact.com/personalities/joshua-marquis/,0,0,1,0,0,0
Dave Marsden,Democrat,https://www.politifact.com/personalities/dave-marsden/,0,1,0,0,0,0
Bob Marshall,Republican,https://www.politifact.com/personalities/bob-marshall/,0,0,0,0,2,1
Roger Marshall,Republican,https://www.politifact.com/personalities/roger-marshall/,0,0,0,1,0,0
Jim Marshall,Democrat,https://www.politifact.com/personalities/jim-marshall/,0,0,1,0,0,0
Jim Marston,Organization,https://www.politifact.com/personalities/jim-marston/,0,0,1,0,0,0
Roland Martin,Journalist,https://www.politifact.com/personalities/roland-martin/,0,1,0,0,0,0
Curtis Martin,None,https://www.politifact.com/personalities/curtis-martin/,0,0,0,0,1,0
Vicki Martin,None,https://www.politifact.com/personalities/vicki-martin/,0,1,0,0,0,0
Stephen Martin,Republican,https://www.politifact.com/personalities/stephen-martin/,0,0,0,0,2,0
Mike Martinez,Democrat,https://www.politifact.com/personalities/mike-martinez/,2,1,1,1,0,1
Susana Martinez,Republican,https://www.politifact.com/personalities/susana-martinez/,0,0,1,1,0,0
Miriam Martinez,Republican,https://www.politifact.com/personalities/miriam-martinez/,0,0,0,0,1,0
Trey Martinez Fischer,Democrat,https://www.politifact.com/personalities/trey-martinez-fischer/,0,0,1,0,0,0
Robert Martwick,Democrat,https://www.politifact.com/personalities/robert-martwick/,1,0,0,0,0,0
Merry Marwig ,Democrat,https://www.politifact.com/personalities/merry-marwig/,0,0,0,0,0,0
 Marylanders to Prevent Gun Violence Education Fund,None,https://www.politifact.com/personalities/marylanders-prevent-gun-violence-education-fund/,0,0,0,1,0,0
Cory Mason,Democrat,https://www.politifact.com/personalities/cory-mason/,0,0,0,2,0,0
 Massachusetts legislature,Democrat,https://www.politifact.com/personalities/massachusetts-legislature/,0,0,0,0,0,0
Thomas Massie,Republican,https://www.politifact.com/personalities/thomas-massie/,0,0,0,0,1,0
Jimmie Massie,Republican,https://www.politifact.com/personalities/jimmy-massie/,0,0,0,1,0,0
Blake Masters,Republican,https://www.politifact.com/personalities/blake-masters/,0,0,0,1,1,0
Mary Matalin,Republican,https://www.politifact.com/personalities/mary-matalin/,0,0,0,1,1,0
Liz Mathis,Democrat,https://www.politifact.com/personalities/liz-mathis/,0,1,0,0,0,0
John Matson,Democrat,https://www.politifact.com/personalities/john-matson/,0,0,1,0,0,0
Chris Matthews,None,https://www.politifact.com/personalities/chris-matthews/,1,1,2,1,2,0
Nicholas Mattiello,Democrat,https://www.politifact.com/personalities/nicholas-mattiello/,1,0,0,0,3,0
Joyce Mauk,None,https://www.politifact.com/personalities/joyce-mauk/,1,0,0,0,0,0
Zerlina Maxwell,Democrat,https://www.politifact.com/personalities/zerlina-maxwell/,0,0,0,0,1,0
Lee May,Democrat,https://www.politifact.com/personalities/lee-may/,1,2,0,0,0,0
Chad Mayes,Republican,https://www.politifact.com/personalities/chad-mayes/,1,0,0,1,0,0
Julie Mayfield,Democrat,https://www.politifact.com/personalities/julie-mayfield/,0,0,0,0,1,0
LaWana Mayfield,Democrat,https://www.politifact.com/personalities/lawana-mayfield/,0,0,0,0,0,1
Debbie Mayfield,Republican,https://www.politifact.com/personalities/debbie-mayfield/,0,1,0,0,0,0
Ally Maynard,None,https://www.politifact.com/personalities/ally-maynard/,0,0,0,0,0,0
Alejandro Mayorkas,None,https://www.politifact.com/personalities/alejandro-mayorkas/,0,0,1,0,0,0
 Mayors Against Illegal Guns,Organization,https://www.politifact.com/personalities/mayors-against-illegal-guns/,0,0,3,0,0,0
Roman McAllen,Democrat,https://www.politifact.com/personalities/roman-mcallen/,1,0,0,0,0,0
Rick McAllister,None,https://www.politifact.com/personalities/rick-mcallister/,0,0,1,0,0,0
Michael McAuliff,None,https://www.politifact.com/personalities/michael-mc-auliff/,0,1,0,0,0,0
Terry McAuliffe,Democrat,https://www.politifact.com/personalities/terry-mcauliffe/,7,4,3,1,7,4
Lucy McBath,Democrat,https://www.politifact.com/personalities/lucy-mcbath/,0,0,1,1,0,0
Ray McBerry,Republican,https://www.politifact.com/personalities/ray-mcberry/,0,0,0,0,0,1
Mike McCabe,Democrat,https://www.politifact.com/personalities/mike-mccabe/,0,2,1,0,1,0
Meghan McCain,Talk show host,https://www.politifact.com/personalities/meghan-mccain/,0,0,1,0,0,0
John McCain,Republican,https://www.politifact.com/personalities/john-mccain/,3,3,3,3,3,8
Matt McCall,Republican,https://www.politifact.com/personalities/matt-mccall/,1,0,0,0,0,0
Chris McCalla,Organization,https://www.politifact.com/personalities/chris-mccalla/,0,0,0,0,1,0
John McCallum,Republican,https://www.politifact.com/personalities/john-mccallum/,0,1,0,0,0,0
Tere McCann,None,https://www.politifact.com/personalities/tere-mccann/,0,0,0,1,0,0
Tom McCarey,None,https://www.politifact.com/personalities/tom-mccarey/,0,0,0,0,0,1
Kevin McCarthy,Republican,https://www.politifact.com/personalities/kevin-mccarthy/,0,1,4,2,1,4
Garry McCarthy,None,https://www.politifact.com/personalities/garry-mccarthy/,0,0,1,1,1,0
Claire McCaskill,Democrat,https://www.politifact.com/personalities/claire-mccaskill/,5,1,3,5,5,0
Betsy McCaughey,Republican,https://www.politifact.com/personalities/betsy-mccaughey/,0,0,0,0,0,2
Michael McCaul,Republican,https://www.politifact.com/personalities/michael-mccaul/,4,5,2,2,0,0
Stanley McChrystal ,None,https://www.politifact.com/personalities/stanley-mcchrystal/,0,0,1,0,0,0
Lisa McClain,Republican,https://www.politifact.com/personalities/lisa-mcclain/,0,0,0,0,0,1
Jennifer McClellan,Democrat,https://www.politifact.com/personalities/jennifer-mcclellan/,1,0,0,0,0,0
Tom McClintock,Republican,https://www.politifact.com/personalities/tom-mcclintock/,0,1,0,2,2,0
Patricia McCloskey,Republican,https://www.politifact.com/personalities/patricia-mccloskey/,0,0,0,0,1,0
Peter McCollough,None,https://www.politifact.com/personalities/peter-mccollough/,0,0,0,0,1,0
Betty McCollum,Democrat,https://www.politifact.com/personalities/betty-mccollum/,1,0,0,0,0,0
Bill McCollum,Republican,https://www.politifact.com/personalities/bill-mccollum/,3,0,2,2,1,1
Mitch McConnell,Republican,https://www.politifact.com/personalities/mitch-mcconnell/,5,9,6,8,7,1
Gerald McCormick,Republican,https://www.politifact.com/personalities/gerald-mccormick/,0,0,0,0,1,0
Dave McCormick,Republican,https://www.politifact.com/personalities/dave-mccormick/,0,1,0,1,1,0
Bill McCoshen,Republican,https://www.politifact.com/personalities/bill-mccoshen/,0,0,1,0,0,0
Thaddeus McCotter,Republican,https://www.politifact.com/personalities/thaddeus-mccotter/,0,1,0,0,0,0
Scott McCown,Democrat,https://www.politifact.com/personalities/scott-mccown/,1,0,0,0,0,0
Steve McCraw,None,https://www.politifact.com/personalities/steve-mccraw/,1,0,1,0,0,0
Dan McCready,Democrat,https://www.politifact.com/personalities/dan-mccready/,1,0,3,0,0,0
Tracy McCreery,Democrat,https://www.politifact.com/personalities/tracy-mccreery/,1,0,0,0,0,0
Pat McCrory,Republican,https://www.politifact.com/personalities/pat-mccrory/,1,0,4,8,2,1
Limberbutt McCubbins,Democrat,https://www.politifact.com/personalities/limberbutt-mccubbins/,0,0,1,0,0,0
Allie McCullen,None,https://www.politifact.com/personalities/allie-mccullen/,0,0,0,0,1,0
Ronna McDaniel,Republican,https://www.politifact.com/personalities/ronna-mcdaniel/,0,1,1,0,1,0
Jim McDermott,Democrat,https://www.politifact.com/personalities/jim-mcdermott/,0,0,1,1,1,0
Robert McDonald,None,https://www.politifact.com/personalities/robert-mcdonald/,0,0,0,0,1,0
Michael McDonald,Republican,https://www.politifact.com/personalities/michael-mcdonald/,0,0,0,0,0,0
Bob McDonnell,Republican,https://www.politifact.com/personalities/bob-mcdonnell/,8,6,7,6,5,3
Saundra McDowell,Republican,https://www.politifact.com/personalities/saundra-mcdowell/,0,0,0,1,0,0
Donald McEachin,Democrat,https://www.politifact.com/personalities/donald-mceachin/,1,0,0,0,1,0
Kayleigh McEnany,Republican,https://www.politifact.com/personalities/kayleigh-mcenany/,0,2,1,3,2,1
Mike McFadden,Republican,https://www.politifact.com/personalities/mike-mcfadden/,0,0,0,0,1,0
Nancy McFarlane,Independent,https://www.politifact.com/personalities/nancy-mcfarlane/,1,0,1,1,0,0
Yvette McGee Brown,Democrat,https://www.politifact.com/personalities/yvette-mcgee-brown/,3,0,0,0,0,0
Kionne McGhee,Democrat,https://www.politifact.com/personalities/kionne-mcghee/,0,1,0,0,0,0
Heather McGhee,None,https://www.politifact.com/personalities/heather-mcghee/,1,0,1,1,0,0
Kelly McGinn,Republican,https://www.politifact.com/personalities/kelly-mcginn/,0,0,0,0,1,0
Tim McGinty,Democrat,https://www.politifact.com/personalities/tim-mcginty/,1,1,0,0,0,0
Katie McGinty,Democrat,https://www.politifact.com/personalities/katie-mcginty/,1,1,0,1,0,1
Chuck McGrady,Republican,https://www.politifact.com/personalities/chuck-mcgrady/,0,0,1,0,0,0
Matt McGrath,Democrat,https://www.politifact.com/personalities/matt-mcgrath/,0,0,0,0,0,1
Phil McGraw,Talk show host,https://www.politifact.com/personalities/phil-mcgraw/,0,0,0,0,1,0
Jim McGreevey,Democrat,https://www.politifact.com/personalities/jim-mcgreevey/,0,0,1,0,0,0
John McGuire,Republican,https://www.politifact.com/personalities/john-mcguire/,0,1,0,0,0,0
Mick McGuire,Republican,https://www.politifact.com/personalities/mick-mcguire/,0,0,0,0,0,1
Brett McGurk,None,https://www.politifact.com/personalities/brett-mcgurk/,1,0,0,0,0,0
Patrick McHenry,Republican,https://www.politifact.com/personalities/patrick-mchenry/,0,2,0,0,2,0
Gavin McInnes,None,https://www.politifact.com/personalities/gavin-mcinnes/,0,0,0,0,1,1
Don McIntire,Newsmaker,https://www.politifact.com/personalities/don-mcintire/,1,0,0,0,0,0
Jess McIntosh,Democrat,https://www.politifact.com/personalities/jess-mcintosh/,1,0,0,1,0,0
Mike McIntyre,Democrat,https://www.politifact.com/personalities/mike-mcintyre/,0,0,0,0,0,0
Gene McIntyre,None,https://www.politifact.com/personalities/gene-mcintyre/,0,0,1,0,0,0
Kenneth McKay,Republican,https://www.politifact.com/personalities/kenneth-mckay/,0,0,0,0,0,1
Lamar McKay,None,https://www.politifact.com/personalities/lamar-mckay/,0,0,0,1,0,0
Daniel McKee,Democrat,https://www.politifact.com/personalities/daniel-mckee/,0,2,1,0,0,0
Diane McKeel,None,https://www.politifact.com/personalities/diane-mckeel/,0,0,1,0,0,0
Patrick McKenna,None,https://www.politifact.com/personalities/patrick-mckenna/,0,0,1,0,0,0
Vicki McKenna,Talk show host,https://www.politifact.com/personalities/vicki-mckenna/,0,1,0,0,0,0
Eugene McKenna,Newsmaker,https://www.politifact.com/personalities/eugene-mckenna/,1,1,0,0,0,0
John McKeon,Democrat,https://www.politifact.com/personalities/john-mckeon/,0,0,1,0,0,0
Caddy McKeown,Democrat,https://www.politifact.com/personalities/caddy-mckeown/,1,0,0,0,0,0
David McKinley,Republican,https://www.politifact.com/personalities/david-mckinley/,4,2,0,1,0,0
Robert McKinzie,Democrat,https://www.politifact.com/personalities/robert-mckinzie/,0,0,0,0,1,0
Josh McKoon,Republican,https://www.politifact.com/personalities/joshua-mckoon/,1,0,0,0,1,0
Ann McLane Kuster,Democrat,https://www.politifact.com/personalities/ann-mclane-kuster/,2,0,3,2,1,0
Linda McMahon,Republican,https://www.politifact.com/personalities/linda-mcmahon/,0,0,0,0,1,0
Cathy McMorris Rodgers,Republican,https://www.politifact.com/personalities/cathy-mcmorris-rodgers/,0,0,3,0,0,0
Ron McMullen,None,https://www.politifact.com/personalities/ron-mcmullen/,1,0,0,0,0,0
Evan McMullin,Independent,https://www.politifact.com/personalities/evan-mcmullin/,0,0,1,1,0,0
Nate McMurray,Democrat,https://www.politifact.com/personalities/nathan-mcmurray/,2,2,0,1,0,0
Russell McMurry,None,https://www.politifact.com/personalities/russell-mcmurry/,1,0,0,0,0,0
Alex McMurtrie Jr.,Democrat,https://www.politifact.com/personalities/alex-mcmurtrie-jr/,0,0,0,0,1,0
Joseph McNamara,Democrat,https://www.politifact.com/personalities/joseph-mcnamara/,0,0,1,0,2,0
Clarence McNeill,None,https://www.politifact.com/personalities/clarence-mcneill/,0,1,0,0,0,0
Steve McQueen,None,https://www.politifact.com/personalities/steve-mcqueen/,0,1,0,0,0,0
Bill McRaven,None,https://www.politifact.com/personalities/bill-mcraven/,0,1,0,0,0,0
Martha McSally,Republican,https://www.politifact.com/personalities/martha-mcsally/,0,0,1,5,3,1
Desmond Meade,None,https://www.politifact.com/personalities/desmond-meade/,0,2,0,0,0,0
Mark Meadows,Republican,https://www.politifact.com/personalities/mark-meadows/,0,0,1,1,1,0
 Meals on Wheels of Rhode Island,Organization,https://www.politifact.com/personalities/meals-wheels-rhode-island/,0,0,0,1,0,0
Sara Meaney,None,https://www.politifact.com/personalities/sara-meaney/,1,0,0,0,1,0
Tom Mechler,Republican,https://www.politifact.com/personalities/tom-mechler/,0,0,1,0,0,0
 Meddaily,None,https://www.politifact.com/personalities/meddaily/,0,0,0,0,0,1
Carolyn Medeiros,Newsmaker,https://www.politifact.com/personalities/carolyn-medeiros/,1,0,0,1,0,0
Social Media,None,https://www.politifact.com/personalities/social-media/,0,1,0,2,2,2
 Media Matters,None,https://www.politifact.com/personalities/media-matters/,1,0,0,0,0,0
Various media reports 2,None,https://www.politifact.com/personalities/various-media-reports/,2,0,0,0,2,0
 Media Trackers,Organization,https://www.politifact.com/personalities/media-trackers/,0,0,0,1,0,0
Debra Medina,Republican,https://www.politifact.com/personalities/debra-medina/,1,1,3,0,1,0
Michael Medved,None,https://www.politifact.com/personalities/michael-medved/,0,0,1,0,0,0
Kendrick Meek,Democrat,https://www.politifact.com/personalities/kendrick-meek/,5,4,1,2,6,1
Vince Megna,Democrat,https://www.politifact.com/personalities/vince-megna/,0,0,0,0,1,0
Hemant Mehta,Activist,https://www.politifact.com/personalities/hemant-mehta/,1,0,0,0,0,0
Ari Melber,None,https://www.politifact.com/personalities/ari-melber/,0,0,2,0,0,0
Melissa Melendez,Republican,https://www.politifact.com/personalities/melissa-melendez/,0,0,0,1,1,0
David Mellon,Labor leader,https://www.politifact.com/personalities/david-mellon/,0,0,0,0,1,0
Lainey Melnick,Democrat,https://www.politifact.com/personalities/lainey-melnick/,0,0,0,1,0,0
Helio Melo,Democrat,https://www.politifact.com/personalities/helio-melo/,0,0,0,0,1,1
Thomas Melsheimer,Democrat,https://www.politifact.com/personalities/thomas-melsheimer/,0,0,0,1,0,0
Craig Melvin,Journalist,https://www.politifact.com/personalities/craig-melvin/,0,0,0,1,0,0
Coalition To Save Memorial Hospital Birthing Center,None,https://www.politifact.com/personalities/coalition-save-memorial-hospital-birthing-center-p/,0,0,0,0,1,0
 Memphis Police Association,Organization,https://www.politifact.com/personalities/memphis-police-association/,0,0,0,0,1,0
David Menchetti,None,https://www.politifact.com/personalities/david-menchetti/,1,0,0,0,0,0
Susana Mendoza,Democrat,https://www.politifact.com/personalities/susana-mendoza/,0,1,0,2,2,0
Robert Menendez,Democrat,https://www.politifact.com/personalities/robert-menendez/,4,3,2,1,3,0
Alicia Menendez,None,https://www.politifact.com/personalities/alicia-menendez/,1,0,0,0,0,0
 Menendez Facts,None,https://www.politifact.com/personalities/menendez-facts/,0,0,0,0,0,1
 Menominee Indian Tribe of Wisconsin,None,https://www.politifact.com/personalities/menominee-indian-tribe-wisconsin/,0,1,0,0,0,0
Ken Mercer,Republican,https://www.politifact.com/personalities/ken-mercer/,0,0,0,1,0,0
Jeff Merkley,Democrat,https://www.politifact.com/personalities/jeff-merkley/,5,6,3,0,1,0
Lee Merritt,Newsmaker,https://www.politifact.com/personalities/lee-merritt/,0,0,0,0,1,0
Wayne Messam,Democrat,https://www.politifact.com/personalities/wayne-messam/,0,0,0,1,0,0
Luke Messer,Republican,https://www.politifact.com/personalities/luke-messer/,1,0,0,0,0,0
Daryl Metcalfe,Republican,https://www.politifact.com/personalities/daryl-metcalfe/,0,0,0,0,0,0
 Metro,None,https://www.politifact.com/personalities/metro/,0,0,0,0,0,0
 Metro Atlanta Voter Education Network,None,https://www.politifact.com/personalities/metro-atlanta-voter-education-network/,1,0,1,0,0,0
 Metropolitan North Georgia Water Planning District,None,https://www.politifact.com/personalities/metropolitan-north-georgia-water-planning-district/,1,0,0,0,0,0
Harold Metts,Democrat,https://www.politifact.com/personalities/harold-metts/,0,1,0,0,1,0
Ron Meyer,Republican,https://www.politifact.com/personalities/ron-meyer/,0,0,1,0,0,0
Cynthia Meyer,Republican,https://www.politifact.com/personalities/cynthia-meyer/,1,0,0,0,0,0
 Miami-Dade County,None,https://www.politifact.com/personalities/miami-dade-county/,0,0,0,0,1,0
 Miami Seaport Alliance,None,https://www.politifact.com/personalities/miami-seaport-alliance/,0,1,0,0,1,0
John Mica,Republican,https://www.politifact.com/personalities/john-mica/,0,1,1,0,1,1
Dan Micciche,None,https://www.politifact.com/personalities/dan-micciche/,0,1,0,0,0,0
Tim Michels,Republican,https://www.politifact.com/personalities/tim-michels/,0,1,0,1,0,1
 Michigan Democratic Party,Democrat,https://www.politifact.com/personalities/michigan-democratic-party/,0,1,0,0,0,0
Daniel Mielke,Republican,https://www.politifact.com/personalities/daniel-mielke/,0,0,0,0,1,0
Alyssa Milano,None,https://www.politifact.com/personalities/alyssa-milano/,0,0,0,1,0,0
Dana Milbank,None,https://www.politifact.com/personalities/dana-milbank/,0,1,0,2,0,0
Scott Milder,Republican,https://www.politifact.com/personalities/scott-milder/,0,0,1,0,0,0
David Miliband,None,https://www.politifact.com/personalities/david-miliband/,1,1,0,0,0,0
Fran Millar,Republican,https://www.politifact.com/personalities/fran-millar/,0,0,1,0,0,0
Joe Miller,Republican,https://www.politifact.com/personalities/joe-miller/,0,0,0,0,1,0
Stephen Miller,Republican,https://www.politifact.com/personalities/stephen-miller/,0,0,0,1,1,1
Quentin Miller,Democrat,https://www.politifact.com/personalities/quentin-miller/,1,0,0,0,0,0
Sid Miller,Republican,https://www.politifact.com/personalities/sid-miller/,1,1,3,1,3,1
Mary Miller,Republican,https://www.politifact.com/personalities/mary-miller/,0,0,0,0,1,1
Matt Miller,None,https://www.politifact.com/personalities/matt-miller/,1,1,0,0,0,0
Carol Miller,Republican,https://www.politifact.com/personalities/carol-miller/,0,2,1,0,0,0
Zell Miller,None,https://www.politifact.com/personalities/zell-miller/,0,2,0,0,1,0
Craig Miller,Republican,https://www.politifact.com/personalities/craig-miller/,0,0,0,1,0,0
Kathy Miller,None,https://www.politifact.com/personalities/kathy-miller/,0,0,1,0,0,0
Butch Miller,Republican,https://www.politifact.com/personalities/butch-miller/,0,0,0,0,0,0
